 id  |          name           | gender | height 
 Geir Benediktsson       | Male        |   1.89 |  14.92 | Shot Put
 Angela Elvudóttir       | Female      |   1.77 |   1.13 | High Jump
 Jóna Angeludóttir       | Female      |   1.69 |   3.63 | Long Jump
 Elva Rúnarsdóttir       | Female      |   1.67 |  12.92 | Shot Put
 Kristján Benediktsson   | Male        |   1.89 |   1.57 | High Jump
 Rúnar Kristjánsson      | Male        |   1.76 |  13.02 | Triple Jump
 Gunnar Friðgeirsson     | Male        |   1.73 |  12.55 | Shot Put
 Gréta Kristjánsdóttir   | Female      |   1.62 |   6.01 | Long Jump
 Ármann Rúnarsson        | Male        |   1.77 |   8.64 | 100 m dash
 Geir Kristjánsson       | Male        |   1.73 |   8.09 | Triple Jump
 Ása Evudóttir           | Female      |   1.65 |  11.01 | Triple Jump
 Jón Ármannsson          | Male        |   1.78 |   6.68 | Long Jump
 Rúnar Kristjánsson      | Male        |   1.76 |  16.03 | Shot Put
 Geir Benediktsson       | Male        |   1.89 |   1.28 | High Jump
 Hulda Benediktsdóttir   | Female      |   1.64 |   8.63 | Shot Put
 Angela Gunnarsdóttir    | Female      |   1.72 |  11.03 | Shot Put
 Gréta Huldudóttir       | Female      |   1.76 |   5.55 | Long Jump
 Björgvin Jónsson        | Male        |   1.86 |   5.56 | Long Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |   2.08 | High Jump
 Jón Kristjánsson        | Male        |   1.79 |  16.32 | Shot Put
 Sunneva Benediktsdóttir | Female      |   1.66 |   4.12 | Long Jump
 Björn Björnsson         | Male        |   1.84 |   5.86 | Long Jump
 Jón Ármannsson          | Male        |   1.78 |   8.33 | 100 m dash
 Geir Hulduson           | Male        |   1.87 |   9.89 | 100 m dash
 Elva Gunnarsdóttir      | Female      |   1.69 |   6.39 | Long Jump
 Lovísa Kristjánsdóttir  | Female      |   1.66 |   6.51 | Long Jump
 Gunnar Kristjánsson     | Male        |   1.78 |   7.56 | 100 m dash
 Björn Geirsson          | Male        |   1.84 |  15.48 | Shot Put
 Ása Geirsdóttir         | Female      |   1.76 |   5.48 | Long Jump
 Björgvin Friðgeirsson   | Male        |   1.85 |   3.56 | Long Jump
 Björgvin Friðgeirsson   | Male        |   1.85 |   8.48 | 100 m dash
 Geir Björnsson          | Male        |   1.72 |   1.89 | High Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |   2.06 | High Jump
 Ármann Rúnarsson        | Male        |   1.77 |    6.7 | Triple Jump
 Gréta Kristjánsdóttir   | Female      |   1.67 |    1.4 | High Jump
 Sunneva Friðgeirsdóttir | Female      |   1.72 |   11.4 | Triple Jump
 Geir Hulduson           | Male        |   1.71 |   7.38 | 100 m dash
 Geir Benediktsson       | Male        |   1.89 |    1.7 | High Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |   5.37 | 100 m dash
 Björn Jónuson           | Male        |   1.73 |   5.38 | Long Jump
 Ása Evudóttir           | Female      |   1.65 |   1.79 | High Jump
 Hulda Björgvinsdóttir   | Female      |   1.72 |   4.19 | Long Jump
 Ása Evudóttir           | Female      |   1.73 |   1.53 | High Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |   8.56 | 100 m dash
 Angela Björgvinsdóttir  | Female      |   1.64 |  14.68 | Shot Put
 Geir Grétuson           | Male        |   1.88 |   8.42 | 100 m dash
 Sunneva Björgvinsdóttir | Female      |   1.72 |   1.64 | High Jump
 Rúnar Sunnevuson        | Male        |   1.75 |    3.9 | Long Jump
 Kristján Benediktsson   | Male        |   1.75 |  16.42 | Shot Put
 Rúnar Benediktsson      | Male        |   1.71 |   9.57 | 100 m dash
 Geir Jónsson            | Male        |   1.85 |   8.46 | 100 m dash
 Rúnar Sunnevuson        | Male        |   1.75 |   8.68 | 100 m dash
 Jón Grétuson            | Male        |   1.89 |   9.85 | Triple Jump
 Geir Gunnarsson         | Male        |   1.83 |   6.24 | 100 m dash
 Angela Gunnarsdóttir    | Female      |   1.72 |   9.91 | Triple Jump
 Björn Björnsson         | Male        |   1.84 |  13.15 | Triple Jump
 Kristján Björnsson      | Male        |   1.85 |   6.09 | 100 m dash
 Friðgeir Rúnarsson      | Male        |   1.74 |   9.58 | 100 m dash
 Gréta Jónsdóttir        | Female      |   1.73 |   7.88 | 100 m dash
 Gréta Elvudóttir        | Female      |   1.76 |     10 | Triple Jump
 Ármann Ármannsson       | Male        |   1.77 |  14.22 | Shot Put
 Björgvin Jónsson        | Male        |   1.86 |  12.47 | Triple Jump
 Björn Björnsson         | Male        |   1.84 |   5.62 | Long Jump
 Geir Hulduson           | Male        |   1.71 |  14.58 | Shot Put
 Hulda Evudóttir         | Female      |   1.77 |  15.04 | Shot Put
 Rúnar Sunnevuson        | Male        |   1.75 |   1.73 | High Jump
 Jón Ármannsson          | Male        |   1.78 |  10.19 | 100 m dash
 Friðgeir Rúnarsson      | Male        |   1.74 |   5.75 | 100 m dash
 Kristján Evuson         | Male        |   1.84 |    9.3 | 100 m dash
 Elva Gunnarsdóttir      | Female      |   1.64 |   3.69 | Long Jump
 Elva Kristjánsdóttir    | Female      |   1.64 |  11.28 | Triple Jump
 Hulda Geirsdóttir       | Female      |   1.72 |   3.87 | Long Jump
 Benedikt Helguson       | Male        |   1.88 |   9.95 | 100 m dash
 Gréta Huldudóttir       | Female      |   1.76 |  16.27 | Shot Put
 Rúnar Björnsson         | Male        |   1.71 |   6.68 | Long Jump
 Jóna Jónsdóttir         | Female      |   1.72 |   8.64 | Triple Jump
 Gréta Rúnarsdóttir      | Female      |   1.73 |   3.41 | Long Jump
 Jóna Björnsdóttir       | Female      |   1.69 |   3.94 | Long Jump
 Björn Lovísuson         | Male        |   1.85 |   9.88 | Triple Jump
 Ása Rúnarsdóttir        | Female      |   1.63 |   1.85 | High Jump
 Ármann Geirsson         | Male        |   1.77 |  13.36 | Shot Put
 Benedikt Helguson       | Male        |   1.88 |   7.21 | 100 m dash
 Kristján Gunnarsson     | Male        |   1.81 |   6.21 | 100 m dash
 Ármann Rúnarsson        | Male        |   1.77 |  12.46 | Triple Jump
 Gréta Kristjánsdóttir   | Female      |   1.62 |  14.66 | Shot Put
 Ármann Rúnarsson        | Male        |   1.77 |   1.58 | High Jump
 Kristján Björnsson      | Male        |   1.85 |  14.93 | Shot Put
 Angela Gunnarsdóttir    | Female      |   1.72 |   6.33 | 100 m dash
 Björgvin Friðgeirsson   | Male        |   1.85 |   6.67 | Triple Jump
 Hulda Jónsdóttir        | Female      |   1.75 |   1.82 | High Jump
 Geir Ármannsson         | Male        |   1.81 |   4.01 | Long Jump
 Angela Geirsdóttir      | Female      |   1.76 |   3.64 | Long Jump
 Gréta Kristjánsdóttir   | Female      |   1.79 |   6.51 | Long Jump
 Lovísa Benediktsdóttir  | Female      |   1.73 |   3.55 | Long Jump
 Hulda Jónsdóttir        | Female      |   1.75 |   5.11 | Long Jump
 Sunneva Friðgeirsdóttir | Female      |   1.72 |  10.06 | 100 m dash
 Elva Kristjánsdóttir    | Female      |   1.64 |  11.56 | Shot Put
 Jón Kristjánsson        | Male        |   1.79 |   1.84 | High Jump
 Björn Benediktsson      | Male        |   1.84 |    1.8 | High Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |   1.42 | High Jump
 Jóna Jónsdóttir         | Female      |   1.72 |    8.1 | Triple Jump
 Björgvin Ármannsson     | Male        |   1.72 |   1.44 | High Jump
 Benedikt Benediktsson   | Male        |   1.81 |  12.82 | Triple Jump
 Hulda Evudóttir         | Female      |   1.77 |  12.32 | Triple Jump
 Sunneva Benediktsdóttir | Female      |   1.66 |   1.66 | High Jump
 Björn Friðgeirsson      | Male        |   1.71 |   9.96 | Shot Put
 Hulda Friðgeirsdóttir   | Female      |   1.74 |   5.92 | Long Jump
 Ármann Ármannsson       | Male        |   1.77 |   5.36 | 100 m dash
 Ármann Rúnarsson        | Male        |   1.77 |  10.38 | Shot Put
 Elva Benediktsdóttir    | Female      |   1.78 |   8.27 | Triple Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |   4.24 | Long Jump
 Helga Elvudóttir        | Female      |   1.68 |   4.31 | Long Jump
 Björn Geirsson          | Male        |   1.71 |   4.17 | Long Jump
 Rúnar Kristjánsson      | Male        |   1.71 |   9.18 | Shot Put
 Björgvin Geirsson       | Male        |   1.82 |   6.87 | Triple Jump
 Angela Björgvinsdóttir  | Female      |   1.64 |  15.26 | Shot Put
 Hulda Geirsdóttir       | Female      |   1.72 |  14.57 | Shot Put
 Gunnar Benediktsson     | Male        |   1.89 |  14.99 | Shot Put
 Gréta Huldudóttir       | Female      |   1.76 |   6.15 | 100 m dash
 Sunneva Benediktsdóttir | Female      |   1.66 |   3.67 | Long Jump
 Rúnar Sunnevuson        | Male        |   1.75 |  15.59 | Shot Put
 Rúnar Björgvinsson      | Male        |   1.88 |   1.83 | High Jump
 Björn Björnsson         | Male        |   1.88 |   1.12 | High Jump
 Geir Benediktsson       | Male        |   1.89 |     10 | 100 m dash
 Elva Gunnarsdóttir      | Female      |   1.64 |   1.81 | High Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   1.48 | High Jump
 Gréta Huldudóttir       | Female      |   1.76 |   7.91 | Triple Jump
 Benedikt Helguson       | Male        |   1.88 |   5.63 | 100 m dash
 Eva Björgvinsdóttir     | Female      |   1.79 |   7.68 | Triple Jump
 Björgvin Jónsson        | Male        |   1.86 |   9.93 | Shot Put
 Björn Jónuson           | Male        |   1.73 |   5.91 | Long Jump
 Ármann Rúnarsson        | Male        |   1.77 |   1.55 | High Jump
 Sunneva Friðgeirsdóttir | Female      |   1.72 |   5.82 | Long Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |   4.51 | Long Jump
 Elva Kristjánsdóttir    | Female      |   1.64 |   1.28 | High Jump
 Benedikt Helguson       | Male        |   1.88 |   1.79 | High Jump
 Geir Grétuson           | Male        |   1.88 |  13.04 | Triple Jump
 Björn Geirsson          | Male        |   1.84 |   7.83 | 100 m dash
 Geir Björnsson          | Male        |   1.72 |  10.28 | Triple Jump
 Gréta Kristjánsdóttir   | Female      |   1.67 |   1.23 | High Jump
 Gunnar Hulduson         | Male        |    1.8 |  11.11 | Triple Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |   4.37 | Long Jump
 Björn Friðgeirsson      | Male        |   1.71 |  11.25 | Shot Put
 Ása Evudóttir           | Female      |   1.65 |  14.32 | Shot Put
 Ása Geirsdóttir         | Female      |   1.75 |   8.62 | Triple Jump
 Benedikt Benediktsson   | Male        |   1.81 |   5.54 | 100 m dash
 Eva Geirsdóttir         | Female      |   1.61 |    9.6 | 100 m dash
 Lovísa Benediktsdóttir  | Female      |   1.73 |  15.03 | Shot Put
 Sunneva Kristjánsdóttir | Female      |   1.74 |    8.7 | 100 m dash
 Björn Rúnarsson         | Male        |   1.88 |   4.01 | Long Jump
 Jón Rúnarsson           | Male        |   1.75 |      2 | High Jump
 Helga Björgvinsdóttir   | Female      |   1.73 |   8.05 | 100 m dash
 Friðgeir Gunnarsson     | Male        |   1.87 |   1.53 | High Jump
 Lovísa Benediktsdóttir  | Female      |   1.73 |   7.59 | Triple Jump
 Hulda Geirsdóttir       | Female      |   1.72 |   4.61 | Long Jump
 Jóna Björgvinsdóttir    | Female      |   1.65 |   9.18 | Shot Put
 Hulda Friðgeirsdóttir   | Female      |   1.74 |   7.73 | 100 m dash
 Elva Benediktsdóttir    | Female      |   1.78 |   4.53 | Long Jump
 Björgvin Friðgeirsson   | Male        |   1.85 |   6.57 | 100 m dash
 Geir Kristjánsson       | Male        |   1.73 |      9 | Triple Jump
 Angela Friðgeirsdóttir  | Female      |   1.79 |   6.69 | Triple Jump
 Jóna Geirsdóttir        | Female      |   1.71 |   1.67 | High Jump
 Eva Benediktsdóttir     | Female      |   1.66 |   1.88 | High Jump
 Björn Angeluson         | Male        |   1.84 |   4.39 | Long Jump
 Gréta Huldudóttir       | Female      |   1.76 |  15.63 | Shot Put
 Jóna Björnsdóttir       | Female      |   1.69 |   9.92 | 100 m dash
 Rúnar Benediktsson      | Male        |   1.71 |  16.05 | Shot Put
 Elva Gunnarsdóttir      | Female      |   1.64 |   6.63 | 100 m dash
 Elva Rúnarsdóttir       | Female      |   1.67 |   8.53 | Triple Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |   8.72 | 100 m dash
 Sunneva Gunnarsdóttir   | Female      |   1.63 |   3.39 | Long Jump
 Helga Björnsdóttir      | Female      |   1.63 |   8.76 | Triple Jump
 Ármann Geirsson         | Male        |   1.77 |   9.33 | Shot Put
 Gréta Huldudóttir       | Female      |   1.76 |   3.87 | Long Jump
 Geir Friðgeirsson       | Male        |   1.86 |  14.45 | Shot Put
 Hulda Kristjánsdóttir   | Female      |   1.79 |   8.34 | Shot Put
 Geir Kristjánsson       | Male        |   1.73 |   5.26 | Long Jump
 Jóna Benediktsdóttir    | Female      |   1.62 |   1.89 | High Jump
 Kristján Gunnarsson     | Male        |   1.81 |   7.07 | Triple Jump
 Hulda Björnsdóttir      | Female      |   1.74 |   4.72 | Long Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |   7.17 | 100 m dash
 Friðgeir Gunnarsson     | Male        |   1.87 |  14.72 | Shot Put
 Eva Gunnarsdóttir       | Female      |   1.61 |  11.61 | Triple Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |   10.7 | Triple Jump
 Hulda Geirsdóttir       | Female      |   1.72 |  13.74 | Shot Put
 Hulda Geirsdóttir       | Female      |   1.72 |   8.89 | Shot Put
 Eva Björgvinsdóttir     | Female      |   1.79 |    6.6 | 100 m dash
 Geir Björnsson          | Male        |   1.72 |   9.15 | Shot Put
 Björn Rúnarsson         | Male        |   1.81 |   6.75 | Triple Jump
 Björgvin Björnsson      | Male        |   1.82 |   8.46 | 100 m dash
 Rúnar Benediktsson      | Male        |   1.71 |   1.11 | High Jump
 Ármann Geirsson         | Male        |   1.77 |   7.42 | 100 m dash
 Eva Geirsdóttir         | Female      |   1.61 |   9.82 | Shot Put
 Benedikt Jónsson        | Male        |   1.71 |   9.14 | Triple Jump
 Lovísa Benediktsdóttir  | Female      |   1.73 |   5.68 | 100 m dash
 Angela Gunnarsdóttir    | Female      |   1.72 |   1.21 | High Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |  10.79 | Triple Jump
 Björgvin Björnsson      | Male        |   1.82 |   12.9 | Shot Put
 Ása Rúnarsdóttir        | Female      |   1.63 |   1.59 | High Jump
 Rúnar Kristjánsson      | Male        |   1.76 |   6.62 | Triple Jump
 Helga Elvudóttir        | Female      |   1.68 |   7.87 | 100 m dash
 Benedikt Ármannsson     | Male        |   1.88 |   8.96 | 100 m dash
 Ármann Rúnarsson        | Male        |   1.77 |   5.93 | 100 m dash
 Björgvin Friðgeirsson   | Male        |   1.85 |   1.36 | High Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |   6.18 | Long Jump
 Hulda Kristjánsdóttir   | Female      |   1.71 |   1.63 | High Jump
 Sunneva Benediktsdóttir | Female      |   1.66 |   8.83 | Shot Put
 Rúnar Benediktsson      | Male        |   1.71 |   8.83 | 100 m dash
 Hulda Kristjánsdóttir   | Female      |   1.71 |    5.6 | Long Jump
 Helga Björnsdóttir      | Female      |   1.63 |   1.97 | High Jump
 Sunneva Friðgeirsdóttir | Female      |   1.72 |   3.69 | Long Jump
 Björn Geirsson          | Male        |   1.84 |   3.82 | Long Jump
 Sunneva Helgudóttir     | Female      |   1.77 |   1.11 | High Jump
 Björn Rúnarsson         | Male        |   1.88 |   8.26 | Triple Jump
 Sunneva Friðgeirsdóttir | Female      |   1.72 |   1.56 | High Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   4.61 | Long Jump
 Björn Lovísuson         | Male        |   1.85 |   1.69 | High Jump
 Hulda Kristjánsdóttir   | Female      |   1.79 |   8.62 | Shot Put
 Hulda Björgvinsdóttir   | Female      |   1.72 |  12.17 | Triple Jump
 Helga Friðgeirsdóttir   | Female      |    1.6 |   1.36 | High Jump
 Gunnar Hulduson         | Male        |    1.8 |   6.78 | Long Jump
 Jón Kristjánsson        | Male        |   1.86 |  12.61 | Triple Jump
 Rúnar Rúnarsson         | Male        |   1.85 |   7.05 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.73 |  13.08 | Shot Put
 Björgvin Björnsson      | Male        |   1.82 |  10.53 | Triple Jump
 Ármann Geirsson         | Male        |   1.88 |   8.27 | 100 m dash
 Ármann Ármannsson       | Male        |   1.77 |   8.57 | 100 m dash
 Ása Evudóttir           | Female      |   1.65 |   1.84 | High Jump
 Björn Geirsson          | Male        |   1.71 |   1.68 | High Jump
 Elva Kristjánsdóttir    | Female      |   1.64 |   14.9 | Shot Put
 Jóna Björgvinsdóttir    | Female      |   1.65 |   6.73 | Long Jump
 Gunnar Jónsson          | Male        |   1.87 |   3.64 | Long Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |   7.71 | 100 m dash
 Geir Benediktsson       | Male        |   1.89 |   9.98 | Triple Jump
 Geir Hulduson           | Male        |   1.87 |   9.29 | 100 m dash
 Geir Grétuson           | Male        |   1.88 |   5.08 | Long Jump
 Björn Jónuson           | Male        |   1.73 |   5.33 | 100 m dash
 Lovísa Kristjánsdóttir  | Female      |   1.66 |  10.55 | Triple Jump
 Geir Benediktsson       | Male        |   1.89 |   4.49 | Long Jump
 Ása Geirsdóttir         | Female      |   1.71 |   1.08 | High Jump
 Björgvin Geirsson       | Male        |   1.82 |   6.28 | 100 m dash
 Björgvin Björnsson      | Male        |   1.82 |   6.57 | Long Jump
 Helga Friðgeirsdóttir   | Female      |    1.6 |  11.77 | Shot Put
 Björn Lovísuson         | Male        |   1.85 |   1.54 | High Jump
 Eva Björgvinsdóttir     | Female      |   1.79 |  11.38 | Triple Jump
 Kristján Jónsson        | Male        |   1.89 |   4.63 | Long Jump
 Ármann Rúnarsson        | Male        |   1.77 |   6.67 | Triple Jump
 Geir Grétuson           | Male        |   1.88 |   2.08 | High Jump
 Elva Gunnarsdóttir      | Female      |   1.64 |   8.92 | Shot Put
 Jóna Björgvinsdóttir    | Female      |   1.65 |   7.82 | 100 m dash
 Sunneva Björnsdóttir    | Female      |   1.61 |   1.08 | High Jump
 Ása Friðgeirsdóttir     | Female      |   1.75 |    9.9 | Triple Jump
 Lovísa Helgudóttir      | Female      |   1.64 |   5.97 | 100 m dash
 Sunneva Gunnarsdóttir   | Female      |   1.63 |   5.82 | Long Jump
 Benedikt Helguson       | Male        |   1.88 |   1.94 | High Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |  12.02 | Triple Jump
 Jóna Björnsdóttir       | Female      |   1.69 |  12.49 | Shot Put
 Friðgeir Gunnarsson     | Male        |   1.78 |   9.39 | Shot Put
 Lovísa Kristjánsdóttir  | Female      |   1.62 |  12.77 | Triple Jump
 Gunnar Jónsson          | Male        |   1.81 |   3.83 | Long Jump
 Geir Jónsson            | Male        |   1.85 |  10.36 | 100 m dash
 Eva Geirsdóttir         | Female      |   1.61 |      5 | Long Jump
 Sunneva Björnsdóttir    | Female      |    1.7 |  12.42 | Triple Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   8.05 | 100 m dash
 Geir Rúnarsson          | Male        |   1.78 |   6.51 | Long Jump
 Ármann Ármannsson       | Male        |   1.77 |   5.55 | Long Jump
 Kristján Evuson         | Male        |   1.84 |   8.23 | 100 m dash
 Angela Björgvinsdóttir  | Female      |   1.64 |   5.78 | 100 m dash
 Ása Björgvinsdóttir     | Female      |   1.71 |   5.17 | Long Jump
 Jón Geirsson            | Male        |   1.82 |  11.89 | Shot Put
 Björn Lovísuson         | Male        |   1.85 |   7.34 | 100 m dash
 Gunnar Jónsson          | Male        |   1.87 |   1.25 | High Jump
 Angela Gunnarsdóttir    | Female      |   1.72 |  15.78 | Shot Put
 Elva Gunnarsdóttir      | Female      |   1.64 |   1.74 | High Jump
 Jóna Geirsdóttir        | Female      |   1.71 |  13.68 | Shot Put
 Kristján Ármannsson     | Male        |   1.89 |   5.09 | Long Jump
 Elva Benediktsdóttir    | Female      |   1.78 |   4.88 | Long Jump
 Björgvin Rúnarsson      | Male        |   1.73 |  10.33 | 100 m dash
 Björgvin Ármannsson     | Male        |   1.72 |   3.75 | Long Jump
 Björn Björnsson         | Male        |   1.88 |   7.07 | 100 m dash
 Kristján Björnsson      | Male        |   1.87 |  11.48 | Triple Jump
 Hulda Evudóttir         | Female      |   1.77 |  10.52 | Triple Jump
 Ármann Geirsson         | Male        |   1.84 |  12.09 | Shot Put
 Lovísa Helgudóttir      | Female      |   1.64 |  14.81 | Shot Put
 Geir Grétuson           | Male        |   1.88 |   5.63 | Long Jump
 Friðgeir Rúnarsson      | Male        |   1.74 |    7.9 | 100 m dash
 Sunneva Helgudóttir     | Female      |   1.77 |   8.68 | Shot Put
 Eva Gunnarsdóttir       | Female      |   1.61 |  14.12 | Shot Put
 Björgvin Ármannsson     | Male        |   1.72 |  12.55 | Triple Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |  10.43 | 100 m dash
 Kristján Benediktsson   | Male        |   1.75 |    8.4 | Triple Jump
 Kristján Gunnarsson     | Male        |   1.81 |   9.51 | 100 m dash
 Gréta Huldudóttir       | Female      |   1.76 |   5.45 | Long Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   8.51 | 100 m dash
 Ása Geirsdóttir         | Female      |   1.76 |  11.48 | Triple Jump
 Angela Friðgeirsdóttir  | Female      |   1.68 |   9.95 | Triple Jump
 Björn Lovísuson         | Male        |   1.85 |   7.47 | Triple Jump
 Gréta Elvudóttir        | Female      |   1.61 |   6.14 | Long Jump
 Ása Geirsdóttir         | Female      |   1.75 |   1.39 | High Jump
 Elva Kristjánsdóttir    | Female      |   1.64 |   1.31 | High Jump
 Elva Gunnarsdóttir      | Female      |   1.69 |   4.91 | Long Jump
 Geir Grétuson           | Male        |   1.88 |   1.06 | High Jump
 Ása Jónsdóttir          | Female      |    1.7 |   8.43 | 100 m dash
 Gréta Rúnarsdóttir      | Female      |   1.73 |   4.74 | Long Jump
 Geir Björgvinsson       | Male        |   1.81 |    7.8 | 100 m dash
 Lovísa Benediktsdóttir  | Female      |   1.72 |   1.87 | High Jump
 Sunneva Björgvinsdóttir | Female      |   1.72 |   9.26 | 100 m dash
 Kristján Evuson         | Male        |   1.84 |  11.05 | Triple Jump
 Geir Friðgeirsson       | Male        |   1.86 |   4.25 | Long Jump
 Björn Friðgeirsson      | Male        |   1.71 |   6.77 | Long Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |  11.47 | Triple Jump
 Geir Kristjánsson       | Male        |   1.73 |  11.85 | Triple Jump
 Friðgeir Friðgeirsson   | Male        |   1.75 |    9.8 | Shot Put
 Elva Kristjánsdóttir    | Female      |   1.64 |   5.34 | 100 m dash
 Ása Evudóttir           | Female      |   1.65 |  15.55 | Shot Put
 Hulda Björgvinsdóttir   | Female      |   1.72 |  10.07 | Shot Put
 Hulda Jónsdóttir        | Female      |   1.73 |  11.98 | Triple Jump
 Jóna Benediktsdóttir    | Female      |   1.78 |  10.53 | Triple Jump
 Helga Björnsdóttir      | Female      |   1.63 |   1.22 | High Jump
 Eva Ásudóttir           | Female      |   1.76 |   5.57 | 100 m dash
 Ása Jónsdóttir          | Female      |    1.7 |   6.72 | Long Jump
 Ása Evudóttir           | Female      |   1.73 |   13.8 | Shot Put
 Björn Geirsson          | Male        |   1.71 |   1.15 | High Jump
 Helga Björnsdóttir      | Female      |    1.6 |   5.62 | 100 m dash
 Eva Gunnarsdóttir       | Female      |   1.61 |   9.03 | 100 m dash
 Gréta Kristjánsdóttir   | Female      |   1.67 |   11.6 | Triple Jump
 Björn Benediktsson      | Male        |   1.84 |   7.71 | 100 m dash
 Kristján Benediktsson   | Male        |   1.75 |    4.4 | Long Jump
 Rúnar Björgvinsson      | Male        |   1.88 |   4.42 | Long Jump
 Björn Rúnarsson         | Male        |   1.88 |   6.34 | Long Jump
 Hulda Friðgeirsdóttir   | Female      |   1.74 |   6.44 | 100 m dash
 Björn Björnsson         | Male        |   1.84 |   3.46 | Long Jump
 Ása Geirsdóttir         | Female      |   1.71 |  15.13 | Shot Put
 Friðgeir Gunnarsson     | Male        |   1.87 |  11.55 | Shot Put
 Jóna Benediktsdóttir    | Female      |   1.73 |   5.72 | Long Jump
 Björgvin Ármannsson     | Male        |   1.72 |   6.09 | Long Jump
 Benedikt Helguson       | Male        |   1.88 |   4.68 | Long Jump
 Eva Benediktsdóttir     | Female      |   1.66 |   2.07 | High Jump
 Ása Jónsdóttir          | Female      |    1.7 |     10 | Shot Put
 Eva Geirsdóttir         | Female      |   1.61 |   1.17 | High Jump
 Sunneva Björnsdóttir    | Female      |   1.71 |    1.7 | High Jump
 Geir Benediktsson       | Male        |   1.89 |   8.52 | Shot Put
 Gunnar Jónsson          | Male        |   1.81 |      4 | Long Jump
 Lovísa Helgudóttir      | Female      |   1.64 |   1.44 | High Jump
 Friðgeir Geirsson       | Male        |   1.88 |   8.75 | 100 m dash
 Jóna Benediktsdóttir    | Female      |   1.62 |   1.99 | High Jump
 Rúnar Geirsson          | Male        |   1.71 |  11.45 | Triple Jump
 Ármann Ármannsson       | Male        |   1.77 |   2.02 | High Jump
 Lovísa Sunnevudóttir    | Female      |   1.73 |  13.11 | Shot Put
 Gunnar Benediktsson     | Male        |   1.83 |    1.7 | High Jump
 Rúnar Geirsson          | Male        |   1.71 |  12.88 | Triple Jump
 Geir Hulduson           | Male        |   1.71 |   1.07 | High Jump
 Rúnar Björnsson         | Male        |   1.71 |   1.95 | High Jump
 Björgvin Björnsson      | Male        |   1.82 |   6.22 | 100 m dash
 Björn Björnsson         | Male        |   1.88 |   4.83 | Long Jump
 Gréta Rúnarsdóttir      | Female      |   1.73 |  11.11 | Shot Put
 Rúnar Kristjánsson      | Male        |   1.76 |   1.13 | High Jump
 Jóna Benediktsdóttir    | Female      |   1.78 |   1.29 | High Jump
 Kristján Björnsson      | Male        |   1.85 |   9.88 | Triple Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   9.79 | Triple Jump
 Friðgeir Gunnarsson     | Male        |   1.87 |   7.23 | 100 m dash
 Rúnar Kristjánsson      | Male        |   1.76 |  12.62 | Shot Put
 Geir Hulduson           | Male        |   1.87 |   6.58 | 100 m dash
 Eva Gunnarsdóttir       | Female      |   1.61 |    6.9 | 100 m dash
 Jóna Geirsdóttir        | Female      |   1.71 |   6.74 | Long Jump
 Hulda Björgvinsdóttir   | Female      |   1.72 |   7.41 | Triple Jump
 Geir Rúnarsson          | Male        |   1.78 |   8.89 | Shot Put
 Gréta Huldudóttir       | Female      |   1.76 |  12.33 | Shot Put
 Sunneva Friðgeirsdóttir | Female      |   1.72 |    3.7 | Long Jump
 Ármann Rúnarsson        | Male        |   1.78 |   3.63 | Long Jump
 Gunnar Jónsson          | Male        |   1.81 |   1.52 | High Jump
 Jóna Geirsdóttir        | Female      |   1.71 |   1.57 | High Jump
 Kristján Benediktsson   | Male        |   1.75 |   7.15 | Triple Jump
 Rúnar Björgvinsson      | Male        |   1.88 |  12.86 | Shot Put
 Ármann Geirsson         | Male        |   1.84 |   6.63 | Long Jump
 Gréta Rúnarsdóttir      | Female      |   1.73 |   3.94 | Long Jump
 Gréta Rúnarsdóttir      | Female      |   1.63 |   8.62 | Triple Jump
 Björn Rúnarsson         | Male        |   1.88 |   1.13 | High Jump
 Eva Gunnarsdóttir       | Female      |   1.61 |   8.82 | Triple Jump
 Lovísa Benediktsdóttir  | Female      |   1.69 |   9.17 | 100 m dash
 Jóna Björgvinsdóttir    | Female      |   1.65 |      6 | Long Jump
 Kristján Benediktsson   | Male        |   1.75 |   7.44 | 100 m dash
